rok;okr;hhPO;maxPO;topPO;max3PO;top3PO;max6PO;top6PO;cum90PO;hhPSL;maxPSL;topPSL;max3PSL;top3PSL;max6PSL;top6PSL;cum90PSL;hhPiS;maxPiS;topPiS;max3PiS;top3PiS;max6PiS;top6PiS;cum90PiS;hhSLD;maxSLD;topSLD;max3SLD;top3SLD;max6SLD;top6SLD;cum90SLD;
2015;13;1804.4;35.2;35.2;62.4;57.0;80.6;77.7;10;1018.1;23.9;23.9;45.9;43.3;61.0;56.4;17;2105.0;38.8;38.8;68.4;51.4;81.8;64.0;10;4232.7;63.9;63.9;78.6;72.6;87.2;82.8;8;
2015;14;2322.9;40.4;40.4;71.6;66.9;84.2;83.2;9;1593.5;25.8;25.2;63.8;63.8;79.2;76.5;11;969.8;19.6;10.8;41.5;27.4;66.8;50.9;12;2048.8;38.4;38.4;69.9;69.9;81.4;75.0;11;
2015;15;1983.1;32.5;32.5;72.9;72.9;86.3;85.6;8;2932.1;51.7;51.7;69.8;66.1;83.0;79.8;9;924.8;18.2;18.2;39.8;38.2;64.4;58.6;11;2863.7;51.4;51.4;65.8;65.4;79.7;76.1;10;
2015;16;1857.6;33.0;33.0;65.6;64.3;82.7;76.2;11;1155.4;25.2;25.2;48.3;45.5;67.7;62.5;12;1133.3;23.7;23.7;49.1;42.5;71.0;71.0;12;3079.7;53.8;53.8;66.9;66.9;79.9;77.5;10;
2015;17;1476.2;30.1;30.1;55.0;54.2;78.9;68.5;10;1687.5;30.7;30.7;64.4;64.4;77.4;75.9;11;1452.9;27.9;27.9;59.7;51.3;76.1;76.1;10;1408.7;24.6;24.6;55.5;55.5;74.4;68.9;11;
2015;18;1477.5;25.4;25.4;58.4;57.9;79.4;77.8;11;1562.1;31.0;31.0;59.3;59.3;79.8;79.0;11;866.9;13.8;9.9;38.6;36.6;66.5;66.5;14;2363.3;46.5;46.5;59.4;59.4;71.8;70.6;14;
2015;19;5914.3;76.5;76.5;85.4;85.4;90.9;88.0;6;1299.2;31.8;31.8;51.4;51.4;62.4;61.0;24;3953.9;61.8;61.8;75.2;75.2;81.5;79.2;13;6635.4;80.9;80.9;91.7;91.7;95.3;93.7;3;
2015;20;4444.4;65.6;65.6;79.3;72.9;87.3;76.5;8;2048.4;42.9;42.9;55.7;52.6;67.5;63.6;15;2122.1;38.4;38.4;69.0;64.1;79.2;78.0;11;5500.4;73.8;73.8;80.5;78.6;87.8;83.2;8;
2015;21;1040.0;22.6;22.6;44.7;38.5;69.4;69.4;14;1495.6;31.7;31.7;55.1;52.8;68.8;65.6;15;1590.6;31.9;9.9;59.9;59.9;76.1;75.0;12;1713.6;27.0;27.0;68.1;68.1;80.1;71.8;11;
2015;22;1508.1;32.4;32.4;55.1;55.0;73.9;66.4;12;1496.9;22.1;22.1;63.6;51.3;81.7;79.8;11;998.3;19.8;19.8;45.2;35.4;66.4;50.8;13;2436.6;43.4;43.4;68.9;68.9;78.6;76.5;11;
2015;23;1700.9;35.4;35.4;60.3;54.3;76.6;76.6;12;1167.1;22.4;22.4;50.8;44.2;70.6;66.1;15;547.6;9.5;9.5;26.5;18.5;46.0;42.0;19;2655.1;49.8;49.8;64.7;59.9;73.9;71.6;16;
2015;24;1500.1;26.7;26.7;60.1;50.2;81.8;65.3;10;1022.4;20.0;20.0;47.8;32.1;68.7;54.5;14;1115.2;22.6;22.6;51.5;51.5;70.4;69.3;14;1567.0;26.6;26.6;61.2;56.0;77.1;69.7;12;
2015;25;1075.5;19.4;19.4;48.2;48.2;72.2;65.6;13;1331.6;26.8;26.8;56.3;56.3;69.3;68.0;15;1477.3;27.7;27.7;58.5;58.0;78.6;65.8;12;2503.1;46.7;46.7;66.6;64.6;83.5;79.3;10;
2015;26;1221.1;27.3;27.3;49.9;49.9;66.8;64.5;14;1274.1;30.9;30.9;49.3;46.9;63.7;61.7;18;1239.6;21.3;21.3;56.8;56.8;73.1;70.1;12;2059.3;37.3;37.3;67.4;66.7;79.9;78.9;13;
2015;27;1777.2;33.9;33.9;61.3;59.8;86.0;86.0;8;1240.5;29.1;29.1;48.7;43.9;63.4;57.9;14;1614.3;33.9;33.9;56.8;54.2;76.9;70.6;11;1932.9;39.6;39.6;59.3;59.3;77.7;73.2;11;
2015;28;2172.0;38.6;38.6;71.3;71.3;86.6;86.4;8;1792.2;30.9;24.2;65.6;65.6;81.2;81.2;10;1469.9;29.3;29.3;54.6;47.9;80.0;68.2;9;2087.8;40.6;40.6;63.9;58.6;83.2;79.7;9;
2015;29;2472.0;44.4;44.4;72.0;68.9;86.5;86.4;8;1667.0;33.0;33.0;60.1;58.2;77.7;75.6;11;1896.2;39.0;39.0;60.7;60.7;73.8;70.4;12;2597.3;47.0;47.0;71.4;64.6;83.0;74.4;9;
2015;30;1668.9;25.4;25.4;63.8;63.8;91.5;86.1;6;1135.6;26.5;26.5;44.9;44.9;66.1;66.1;13;1869.1;38.0;38.0;61.2;61.2;75.2;73.9;11;1665.2;31.4;20.9;61.4;57.9;79.2;73.1;10;
2015;31;2436.4;46.0;46.0;64.8;64.8;83.0;82.1;8;1660.2;37.1;37.1;52.6;50.4;68.9;63.1;15;1367.4;26.9;26.9;58.1;38.4;74.8;57.7;12;2745.4;49.5;49.5;70.4;66.8;79.0;74.3;13;
2015;32;1782.4;32.2;32.2;63.2;62.7;83.6;79.6;8;2677.8;49.2;49.2;66.5;66.5;78.7;77.0;10;1767.8;34.2;34.2;62.7;59.2;82.7;79.9;9;1603.7;27.9;27.9;61.8;61.8;82.0;75.1;9;
2015;33;3099.6;52.4;52.4;74.8;74.8;85.7;85.0;10;657.9;15.4;15.4;34.5;32.9;53.2;47.3;21;1477.6;33.5;13.7;55.5;25.4;65.8;33.6;18;2008.5;39.4;39.4;65.2;50.1;77.3;76.7;13;
2015;34;1757.7;30.0;30.0;65.3;65.3;85.3;84.4;8;1620.4;33.4;33.4;57.4;47.3;77.8;58.0;10;1351.7;23.6;16.1;58.2;58.2;76.8;73.5;10;1548.5;27.3;27.3;62.1;62.1;76.8;75.9;10;
2015;35;1527.1;24.8;24.8;59.5;59.5;82.2;79.7;9;1309.8;28.3;28.3;53.4;44.0;71.6;67.9;12;1405.8;32.6;32.6;49.5;47.3;66.2;60.4;14;3288.6;55.6;55.6;71.8;71.8;82.4;77.1;10;
2015;36;1424.5;28.5;28.5;57.8;53.9;76.8;75.6;12;2476.4;47.1;47.1;64.8;60.4;78.7;74.3;11;1198.5;23.1;20.9;51.4;50.2;68.5;68.0;14;2111.8;37.2;37.2;67.7;67.7;78.2;75.6;13;
2015;37;1659.8;31.9;31.9;62.0;62.0;74.8;72.2;12;1642.6;34.7;34.7;56.8;49.1;73.7;72.5;12;1286.7;25.4;25.4;51.9;39.3;74.5;68.4;11;2580.0;47.0;47.0;68.0;67.1;81.1;79.1;11;
2015;38;1977.4;33.3;25.9;67.8;66.6;83.8;83.8;9;945.0;16.1;16.1;43.3;43.3;66.7;64.0;12;1216.0;27.8;27.8;47.9;45.4;67.5;59.3;13;2825.2;50.7;50.7;66.9;65.1;81.9;76.6;9;
2015;39;1405.0;20.4;20.4;59.4;51.0;82.5;76.5;9;1834.7;36.3;36.3;62.8;61.1;80.3;77.0;11;1600.8;33.6;33.6;56.9;47.0;76.2;65.0;11;1982.6;28.8;27.1;75.0;75.0;84.0;83.7;9;
2015;40;1486.0;27.0;27.0;57.6;55.5;78.6;78.6;10;979.1;16.9;16.9;45.4;45.4;66.7;59.4;12;2084.6;40.4;40.4;64.0;59.7;84.2;84.2;9;3065.6;53.4;53.4;66.7;65.7;81.9;80.8;9;
2015;41;1010.5;17.2;13.7;47.9;38.3;66.9;54.1;12;819.8;20.7;20.7;38.9;38.9;55.5;48.4;18;2054.8;42.4;42.4;57.4;56.6;74.0;74.0;14;1283.4;24.9;19.8;55.4;46.5;72.3;62.7;14;
2019;1;1634.9;32.4;32.4;60.6;60.6;81.6;79.0;10;1271.3;24.8;24.8;54.4;54.4;73.1;72.4;14;1385.3;25.2;18.1;56.3;55.6;80.5;80.5;11;3555.0;58.4;58.4;70.1;70.0;83.0;81.1;11;
2019;10;1778.8;30.2;30.2;65.5;65.5;88.3;82.8;7;2359.2;44.2;44.2;66.0;65.0;77.2;74.0;11;959.3;16.1;16.1;43.2;43.2;69.0;65.9;12;2223.4;34.3;34.3;71.3;69.0;83.7;83.7;9;
2019;11;2585.4;46.9;46.9;70.8;70.8;86.7;83.2;9;1384.8;29.9;29.9;54.6;51.4;73.6;66.4;14;1021.1;20.0;20.0;45.9;42.7;68.6;62.1;12;1760.2;30.4;30.4;63.9;61.4;75.7;70.5;14;
2019;12;1863.5;30.2;30.2;69.2;69.2;84.7;84.7;9;1551.3;32.5;32.5;56.1;56.1;73.6;70.4;11;1229.0;27.7;27.7;45.9;42.6;67.8;64.4;11;2027.9;39.8;39.8;63.2;60.6;80.3;78.8;10;
2019;13;1891.0;38.8;38.8;56.8;51.7;79.3;71.4;9;2204.4;44.2;44.2;63.0;63.0;72.3;71.2;15;3249.2;54.8;54.8;72.5;70.4;84.5;81.0;8;2274.8;41.8;41.8;68.5;68.5;78.1;76.1;12;
2019;14;2601.0;42.9;42.9;76.5;69.6;89.6;87.2;7;2073.7;42.3;42.3;60.3;54.7;74.3;67.8;12;1301.5;29.8;29.8;48.3;48.0;68.7;66.8;12;4679.2;67.6;67.6;78.9;78.6;87.0;86.0;8;
2019;15;2324.1;41.4;41.4;70.2;67.9;86.2;80.0;8;5371.7;72.9;72.9;78.9;78.9;86.3;85.8;9;1757.8;36.4;36.4;57.5;52.5;77.4;74.2;10;2681.9;48.3;48.3;71.9;71.9;80.7;80.3;11;
2019;16;2753.2;48.1;48.1;73.2;73.2;86.0;83.9;8;1370.4;29.8;29.8;53.1;53.1;68.5;67.3;13;1003.0;18.4;18.4;45.2;43.3;66.5;62.6;12;2419.9;46.5;46.5;64.0;58.5;76.5;71.4;12;
2019;17;1925.1;33.6;33.6;66.6;57.7;87.8;83.6;7;1693.7;37.3;37.3;53.3;53.3;68.7;67.8;13;1774.0;35.7;35.7;61.7;61.7;79.4;79.3;10;2622.3;48.4;48.4;66.8;66.8;80.4;79.9;10;
2019;18;3414.8;55.1;55.1;77.5;75.5;87.4;87.0;8;1597.9;35.0;35.0;55.1;55.1;73.4;67.1;14;1287.2;23.2;23.2;56.8;50.3;76.1;64.7;13;2113.9;41.2;41.2;67.5;67.5;76.1;74.2;13;
2019;19;5188.3;71.6;71.6;80.8;80.8;86.4;83.8;10;2455.8;46.3;46.3;69.8;69.8;77.1;75.2;20;4392.1;65.5;65.5;75.3;74.1;86.1;83.1;10;3338.9;56.0;56.0;71.3;70.7;84.2;80.9;10;
2019;2;3006.5;50.0;50.0;80.2;80.2;89.5;88.3;7;1826.5;37.1;37.1;59.5;49.5;76.5;72.1;11;2833.9;50.9;50.9;67.3;65.8;79.9;79.1;10;2246.9;41.3;41.3;69.3;69.3;83.8;82.0;9;
2019;20;2038.6;37.5;37.5;67.7;65.6;83.0;77.9;11;869.3;16.8;14.0;43.7;43.7;62.4;62.4;15;3229.7;55.2;55.2;70.2;66.7;80.4;76.3;11;2826.9;49.1;49.1;74.3;74.3;81.5;78.7;12;
2019;21;1811.0;36.9;36.9;60.7;57.8;77.3;75.9;11;3322.7;56.0;56.0;70.9;70.9;82.6;80.2;10;1340.0;25.2;25.2;54.0;54.0;79.4;72.5;10;2694.5;40.3;40.3;76.1;76.1;82.5;82.5;11;
2019;22;1564.1;29.9;29.9;61.5;61.5;80.8;73.5;9;1686.7;37.1;37.1;54.8;54.8;71.5;71.5;14;1025.3;24.8;24.8;43.7;43.7;62.0;57.8;15;2267.5;44.1;44.1;64.7;64.7;78.2;76.7;12;
2019;23;1549.7;27.5;27.5;64.4;64.4;78.6;75.7;11;1688.1;37.2;37.2;55.4;55.4;68.9;68.9;16;559.3;10.6;10.6;28.2;22.2;46.3;34.5;19;1860.7;40.2;40.2;55.7;55.6;68.9;68.0;16;
2019;24;1782.2;34.0;15.7;62.6;60.0;84.7;83.8;8;1218.3;27.7;27.7;49.8;48.5;69.4;68.5;15;1072.6;23.6;23.6;49.4;40.4;65.1;54.2;15;1542.9;28.4;28.4;62.1;57.1;78.7;64.4;13;
2019;25;1681.7;28.3;11.5;65.3;57.7;85.6;84.8;9;1094.7;23.9;23.9;49.8;49.8;62.9;61.6;16;3189.6;52.7;17.6;76.7;74.5;89.9;89.9;7;2172.8;32.7;32.7;70.2;68.3;81.9;81.9;11;
2019;26;2045.9;42.7;42.7;56.0;55.1;71.0;70.3;14;1974.1;41.8;41.8;56.2;48.7;65.7;56.0;17;1987.1;40.7;40.7;61.3;61.3;74.4;70.6;13;2742.0;50.3;50.3;67.3;67.3;76.0;73.9;15;
2019;27;2463.6;44.2;44.2;70.7;70.7;87.3;85.3;7;1681.8;36.4;36.4;55.8;55.8;72.0;69.9;12;1748.7;35.9;35.9;59.9;56.1;77.9;76.5;10;2687.7;49.3;49.3;66.9;63.8;79.7;76.2;11;
2019;28;3549.7;56.3;56.3;79.7;77.3;93.7;87.4;6;2044.2;39.5;39.5;65.1;65.1;81.5;78.3;9;1856.6;33.6;33.6;64.2;63.4;86.3;86.3;8;2104.9;41.8;41.8;59.7;56.9;80.0;80.0;9;
2019;29;1769.6;31.6;31.6;64.5;64.5;85.3;85.3;8;2063.4;40.4;40.4;64.4;59.4;77.7;73.7;11;1928.6;38.8;38.8;60.6;57.3;79.2;75.8;9;3363.0;56.5;56.5;69.2;67.1;81.5;78.2;10;
2019;3;1511.9;31.1;31.1;58.6;58.6;77.0;75.3;11;1970.4;41.7;41.7;56.7;56.7;69.1;67.1;15;1906.9;40.2;40.2;55.6;53.7;74.5;66.8;12;2291.1;43.1;43.1;67.3;61.6;84.1;70.9;11;
2019;30;2048.6;36.7;36.7;69.8;69.8;86.8;84.5;7;1385.8;31.8;31.8;48.2;47.0;67.9;63.7;12;1563.7;24.1;24.1;63.8;49.9;83.1;75.5;9;2420.2;46.4;46.4;64.2;61.9;76.3;75.4;11;
2019;31;3447.2;57.0;57.0;71.6;67.7;85.4;81.8;8;1737.8;36.9;36.9;59.3;59.3;72.1;67.2;13;5349.8;72.6;72.6;81.3;81.3;90.2;87.5;6;2113.8;39.8;39.8;70.2;70.2;80.4;78.0;12;
2019;32;2371.1;39.9;18.8;74.2;74.2;92.9;91.3;5;1563.0;33.8;33.8;54.2;52.0;74.4;65.8;11;2090.8;37.5;37.5;71.3;71.3;88.1;88.1;7;2425.4;42.5;42.5;75.0;63.1;89.5;89.5;7;
2019;33;1887.1;36.9;36.9;63.7;63.7;83.0;83.0;10;974.1;22.6;22.6;44.0;29.8;60.2;46.0;17;1964.5;36.9;36.9;64.9;63.7;76.1;71.5;14;2206.4;42.9;42.9;64.3;59.2;82.7;82.7;11;
2019;34;1748.1;34.0;34.0;61.3;60.5;82.2;79.3;9;1495.7;33.0;33.0;52.8;50.4;68.1;65.8;12;1246.6;19.3;19.3;56.3;56.3;73.7;66.0;11;2209.0;38.0;38.0;70.2;70.2;84.7;81.3;9;
2019;35;1689.3;30.1;30.1;64.7;47.7;82.0;79.3;10;2247.4;44.6;44.6;59.5;54.8;75.6;70.0;12;1182.8;24.5;24.5;49.4;44.9;72.1;66.9;11;2302.7;44.5;44.5;65.9;65.9;77.7;75.4;12;
2019;36;1558.1;31.8;31.8;58.8;56.9;77.1;75.1;12;1622.9;36.1;36.1;52.5;50.6;71.7;61.7;14;1428.2;31.1;31.1;52.7;46.4;74.2;71.9;13;2133.3;38.6;38.6;67.4;67.4;79.4;77.9;12;
2019;37;1825.1;32.8;32.8;63.9;63.1;82.3;79.7;9;1428.1;28.4;28.4;56.1;56.1;71.8;67.6;12;1268.3;25.7;25.7;49.9;49.4;76.8;76.8;11;2012.2;33.0;27.8;67.4;64.4;81.9;81.9;9;
2019;38;2340.2;36.8;28.8;72.9;68.8;87.9;87.7;7;1192.1;28.1;28.1;48.5;48.5;62.2;60.6;14;1704.4;30.6;30.6;63.0;48.7;84.5;84.5;9;1878.5;31.1;27.1;65.6;65.0;80.6;78.0;10;
2019;39;1642.8;29.1;29.1;62.0;59.0;83.6;74.4;9;2014.3;42.1;42.1;57.6;52.9;70.8;70.2;14;1942.2;33.7;33.7;69.3;63.2;88.4;87.7;7;2083.6;39.3;39.3;66.9;66.9;81.2;75.9;10;
2019;4;1664.4;28.0;28.0;63.1;59.6;81.0;77.3;9;2035.4;42.5;42.5;55.5;55.4;71.7;66.8;15;1830.6;35.9;35.9;61.8;60.0;81.0;76.9;10;2401.6;44.2;44.2;69.3;66.0;83.8;82.2;10;
2019;40;1187.1;21.4;21.4;46.3;46.1;76.8;65.2;9;1180.6;26.2;26.2;47.9;47.9;65.4;65.4;12;1962.1;33.1;33.1;71.6;71.6;86.6;86.6;8;1984.3;36.5;36.5;68.5;68.5;85.0;82.4;9;
2019;41;2661.2;46.7;46.7;73.1;68.0;86.8;86.8;8;1583.6;36.3;36.3;51.3;51.3;66.6;65.4;16;1570.3;35.7;35.7;51.4;51.1;69.1;66.6;15;1595.4;34.7;34.7;55.5;49.2;73.6;67.4;13;
2019;5;1515.1;27.1;21.8;58.8;58.0;80.1;80.1;11;1522.8;29.3;29.3;60.1;58.2;77.6;67.6;14;2056.3;41.8;41.8;58.5;50.8;77.3;72.7;11;2216.5;38.9;20.8;74.0;62.1;84.9;79.8;10;
2019;6;3081.8;52.7;52.7;74.2;74.2;83.4;83.3;9;1141.2;25.9;25.9;49.4;49.4;68.2;65.8;16;1303.2;27.9;17.5;54.5;50.0;68.4;64.5;15;2202.1;40.1;40.1;67.7;67.7;78.1;74.7;12;
2019;7;2221.3;36.2;36.2;73.3;52.0;89.3;89.3;7;1107.5;22.4;22.4;46.8;46.8;71.0;70.2;11;1762.3;38.2;38.2;55.1;55.1;71.5;69.3;14;2572.7;47.1;47.1;68.4;67.0;80.1;73.8;12;
2019;8;1118.1;21.6;17.4;50.8;50.8;69.3;69.2;12;1330.1;27.1;27.1;53.8;33.2;68.1;48.0;16;1289.3;24.0;24.0;57.4;57.4;74.2;71.3;13;2818.4;44.8;44.8;75.7;75.7;82.6;80.5;11;
2019;9;1684.5;32.0;32.0;60.9;60.9;85.4;81.5;8;1383.3;32.0;32.0;50.8;41.6;65.4;61.0;14;2461.6;36.6;31.9;73.6;73.6;86.2;81.0;8;2802.1;48.9;48.9;73.7;73.7;83.4;82.3;9;
